step,cut_edges,min_pop,max_pop,pop_range
1,606,42817.0,92963.0,50146.0
2,604,42817.0,92963.0,50146.0
3,610,42817.0,92963.0,50146.0
4,610,42221.0,92963.0,50742.0
5,612,42221.0,92963.0,50742.0
6,611,42221.0,92963.0,50742.0
7,609,42221.0,92963.0,50742.0
8,606,42221.0,92963.0,50742.0
9,612,42221.0,93093.0,50872.0
10,610,42817.0,93093.0,50276.0
11,608,42817.0,93093.0,50276.0
12,603,42817.0,93093.0,50276.0
13,600,42817.0,93093.0,50276.0
14,593,42817.0,93093.0,50276.0
15,588,42817.0,93093.0,50276.0
16,586,42817.0,93093.0,50276.0
17,584,42817.0,93093.0,50276.0
18,588,42817.0,93093.0,50276.0
19,588,42817.0,93093.0,50276.0
20,591,42817.0,93093.0,50276.0
21,592,42817.0,93093.0,50276.0
22,591,42817.0,92963.0,50146.0
23,589,43271.0,92963.0,49692.0
24,585,43271.0,92963.0,49692.0
25,588,43271.0,92963.0,49692.0
26,586,43271.0,92963.0,49692.0
27,583,42683.0,92963.0,50280.0
28,585,42683.0,92963.0,50280.0
29,590,42683.0,92963.0,50280.0
30,590,42683.0,92963.0,50280.0
31,590,42683.0,92963.0,50280.0
32,594,42683.0,92963.0,50280.0
33,594,42683.0,92963.0,50280.0
34,593,42683.0,92963.0,50280.0
35,592,42683.0,92963.0,50280.0
36,585,42683.0,92963.0,50280.0
37,581,41468.0,92963.0,51495.0
38,581,41468.0,92963.0,51495.0
39,582,41468.0,92963.0,51495.0
40,579,41468.0,92963.0,51495.0
41,579,41468.0,92963.0,51495.0
42,574,41468.0,92963.0,51495.0
43,570,41468.0,92963.0,51495.0
44,568,41468.0,92963.0,51495.0
45,574,41468.0,92963.0,51495.0
46,573,41468.0,92963.0,51495.0
47,578,41468.0,92963.0,51495.0
48,579,41468.0,92963.0,51495.0
49,584,41468.0,92963.0,51495.0
50,583,41468.0,92963.0,51495.0
51,584,41468.0,92963.0,51495.0
52,588,41468.0,92378.0,50910.0
53,586,41468.0,92378.0,50910.0
54,584,41468.0,92378.0,50910.0
55,589,41468.0,92378.0,50910.0
56,588,41468.0,92378.0,50910.0
57,587,41468.0,92378.0,50910.0
58,589,41468.0,92378.0,50910.0
59,589,41468.0,92378.0,50910.0
60,587,41468.0,92378.0,50910.0
61,590,41468.0,92378.0,50910.0
62,589,40030.0,92378.0,52348.0
63,586,40030.0,92378.0,52348.0
64,590,40030.0,92378.0,52348.0
65,593,40030.0,92378.0,52348.0
66,590,40030.0,92378.0,52348.0
67,590,40030.0,92378.0,52348.0
68,590,40030.0,92378.0,52348.0
69,591,40030.0,92378.0,52348.0
70,590,40030.0,92378.0,52348.0
71,574,40030.0,92378.0,52348.0
72,574,40030.0,92378.0,52348.0
73,577,40030.0,92378.0,52348.0
74,576,40030.0,92378.0,52348.0
75,578,40030.0,92378.0,52348.0
76,577,40030.0,92378.0,52348.0
77,572,40030.0,92378.0,52348.0
78,577,40030.0,92378.0,52348.0
79,584,40030.0,92378.0,52348.0
80,587,40030.0,92378.0,52348.0
81,591,40030.0,92378.0,52348.0
82,591,40030.0,92378.0,52348.0
83,602,40030.0,92378.0,52348.0
84,595,40030.0,92378.0,52348.0
85,593,40030.0,92378.0,52348.0
86,599,40030.0,92378.0,52348.0
87,601,40030.0,92378.0,52348.0
88,590,40030.0,92378.0,52348.0
89,590,40030.0,92378.0,52348.0
90,586,40030.0,91929.0,51899.0
91,589,40030.0,91929.0,51899.0
92,593,40030.0,91929.0,51899.0
93,588,40030.0,91929.0,51899.0
94,586,40030.0,91929.0,51899.0
95,591,39917.0,91929.0,52012.0
96,594,39917.0,91929.0,52012.0
97,593,39917.0,92003.0,52086.0
98,592,39917.0,92003.0,52086.0
99,592,39917.0,91929.0,52012.0
100,597,39917.0,91929.0,52012.0
101,603,39917.0,92958.0,53041.0
102,599,39917.0,92958.0,53041.0
103,600,39917.0,92958.0,53041.0
104,599,39917.0,92958.0,53041.0
105,602,39917.0,92958.0,53041.0
106,600,39917.0,92958.0,53041.0
107,597,39917.0,92958.0,53041.0
108,597,39917.0,92958.0,53041.0
109,599,39917.0,92958.0,53041.0
110,599,39917.0,92958.0,53041.0
111,598,39917.0,92958.0,53041.0
112,597,39917.0,92958.0,53041.0
113,598,39917.0,92958.0,53041.0
114,597,39917.0,92958.0,53041.0
115,603,40015.0,92958.0,52943.0
116,599,40015.0,92958.0,52943.0
117,603,40015.0,92958.0,52943.0
118,602,40015.0,92958.0,52943.0
119,604,40015.0,92958.0,52943.0
120,608,40015.0,92958.0,52943.0
121,605,40015.0,92958.0,52943.0
122,604,40015.0,92958.0,52943.0
123,598,40015.0,92958.0,52943.0
124,599,40015.0,92958.0,52943.0
125,599,40015.0,92958.0,52943.0
126,600,40015.0,92958.0,52943.0
127,600,40015.0,92958.0,52943.0
128,598,40015.0,92958.0,52943.0
