step,cut_edges,min_pop,max_pop,pop_range
1,620,40676.0,92164.0,51488.0
2,623,40676.0,92164.0,51488.0
3,624,40676.0,92164.0,51488.0
4,627,40676.0,92164.0,51488.0
5,627,40676.0,92164.0,51488.0
6,619,40676.0,92164.0,51488.0
7,621,40676.0,92164.0,51488.0
8,621,40676.0,92164.0,51488.0
9,624,40676.0,92164.0,51488.0
10,622,40676.0,92164.0,51488.0
11,619,40676.0,92164.0,51488.0
12,620,40676.0,92164.0,51488.0
13,622,40676.0,92164.0,51488.0
14,620,40676.0,92164.0,51488.0
15,616,40676.0,92164.0,51488.0
16,609,40320.0,92164.0,51844.0
17,610,40320.0,92164.0,51844.0
18,608,40320.0,92164.0,51844.0
19,609,40320.0,92164.0,51844.0
20,600,40320.0,92164.0,51844.0
21,597,40320.0,92164.0,51844.0
22,598,40320.0,91892.0,51572.0
23,597,40320.0,91892.0,51572.0
24,594,40320.0,91892.0,51572.0
25,595,40320.0,90152.0,49832.0
26,596,40320.0,90152.0,49832.0
27,600,40320.0,89217.0,48897.0
28,597,40320.0,89217.0,48897.0
29,596,40320.0,89217.0,48897.0
30,595,40320.0,89217.0,48897.0
31,591,40320.0,92849.0,52529.0
32,593,40320.0,92849.0,52529.0
33,590,40320.0,92849.0,52529.0
34,582,40320.0,92849.0,52529.0
35,586,40320.0,92849.0,52529.0
36,588,40320.0,92849.0,52529.0
37,592,40320.0,92849.0,52529.0
38,595,40320.0,92849.0,52529.0
39,594,40320.0,92849.0,52529.0
40,595,40320.0,92849.0,52529.0
41,598,40320.0,92849.0,52529.0
42,598,40320.0,92849.0,52529.0
43,599,40320.0,92849.0,52529.0
44,597,40320.0,92849.0,52529.0
45,587,40320.0,92849.0,52529.0
46,575,40320.0,92849.0,52529.0
47,579,40320.0,92849.0,52529.0
48,578,40320.0,92849.0,52529.0
49,577,40320.0,92849.0,52529.0
50,579,40320.0,92849.0,52529.0
51,579,40320.0,92849.0,52529.0
52,578,40320.0,92849.0,52529.0
53,580,40320.0,91994.0,51674.0
54,584,40320.0,91994.0,51674.0
55,586,40320.0,91994.0,51674.0
56,587,40320.0,91994.0,51674.0
57,588,40320.0,91994.0,51674.0
58,588,40320.0,91994.0,51674.0
59,601,40320.0,91994.0,51674.0
60,599,40320.0,91994.0,51674.0
61,599,40320.0,91055.0,50735.0
62,599,40320.0,91055.0,50735.0
63,598,40320.0,91055.0,50735.0
64,597,40320.0,91055.0,50735.0
65,599,40320.0,91055.0,50735.0
66,603,40320.0,91055.0,50735.0
67,607,40320.0,91055.0,50735.0
68,608,40320.0,91055.0,50735.0
69,603,40320.0,91055.0,50735.0
70,604,40320.0,91055.0,50735.0
71,592,40320.0,91055.0,50735.0
72,595,40320.0,89878.0,49558.0
73,593,40616.0,89878.0,49262.0
74,590,40616.0,89899.0,49283.0
75,607,40616.0,90883.0,50267.0
76,598,40616.0,90883.0,50267.0
77,596,40616.0,89784.0,49168.0
78,597,40616.0,89784.0,49168.0
79,589,40616.0,89938.0,49322.0
80,591,40616.0,89938.0,49322.0
81,589,40616.0,89938.0,49322.0
82,589,40616.0,89938.0,49322.0
83,592,40616.0,89938.0,49322.0
84,591,40616.0,89938.0,49322.0
85,581,40616.0,89938.0,49322.0
86,583,40616.0,89938.0,49322.0
87,576,40616.0,92245.0,51629.0
88,574,40616.0,92245.0,51629.0
89,575,40616.0,92245.0,51629.0
90,575,40616.0,92245.0,51629.0
91,575,40616.0,92245.0,51629.0
92,574,40616.0,92879.0,52263.0
93,575,40616.0,92879.0,52263.0
94,575,40616.0,92879.0,52263.0
95,575,40616.0,92879.0,52263.0
96,576,40616.0,92879.0,52263.0
97,576,40616.0,92879.0,52263.0
98,578,40616.0,92879.0,52263.0
99,578,40616.0,92879.0,52263.0
100,575,40616.0,92879.0,52263.0
101,576,40616.0,92879.0,52263.0
102,584,40616.0,92879.0,52263.0
103,582,40616.0,92879.0,52263.0
104,585,40616.0,92879.0,52263.0
105,581,40616.0,92879.0,52263.0
106,584,40616.0,92879.0,52263.0
107,569,40616.0,92879.0,52263.0
108,569,40616.0,92879.0,52263.0
109,568,40616.0,92879.0,52263.0
110,568,40616.0,92879.0,52263.0
111,567,40616.0,92879.0,52263.0
112,572,40616.0,92879.0,52263.0
113,577,40616.0,92879.0,52263.0
114,582,40616.0,92879.0,52263.0
115,584,40616.0,92879.0,52263.0
116,588,40616.0,92879.0,52263.0
117,588,40616.0,92879.0,52263.0
118,583,40616.0,92879.0,52263.0
119,582,40616.0,92548.0,51932.0
120,583,40616.0,92548.0,51932.0
121,582,40616.0,92548.0,51932.0
122,582,40616.0,92548.0,51932.0
123,582,40616.0,92548.0,51932.0
124,586,40616.0,92548.0,51932.0
125,586,40616.0,92548.0,51932.0
126,587,40616.0,92548.0,51932.0
127,582,42493.0,92548.0,50055.0
128,581,42493.0,92548.0,50055.0
129,574,42493.0,92548.0,50055.0
130,574,42493.0,92548.0,50055.0
131,579,42493.0,92548.0,50055.0
132,578,40629.0,92548.0,51919.0
133,578,40629.0,92548.0,51919.0
134,580,40629.0,92548.0,51919.0
135,579,40629.0,92548.0,51919.0
136,574,40629.0,92548.0,51919.0
137,573,40629.0,92548.0,51919.0
138,580,40629.0,92548.0,51919.0
139,576,40629.0,92548.0,51919.0
140,578,40629.0,92548.0,51919.0
141,577,40629.0,92548.0,51919.0
142,577,40629.0,92548.0,51919.0
143,580,40250.0,92548.0,52298.0
144,577,40250.0,92548.0,52298.0
145,576,40250.0,92548.0,52298.0
146,577,40250.0,92548.0,52298.0
147,575,40250.0,92548.0,52298.0
148,576,40250.0,92548.0,52298.0
149,579,42493.0,92548.0,50055.0
150,576,42493.0,92548.0,50055.0
151,576,42493.0,92548.0,50055.0
152,573,42493.0,92548.0,50055.0
153,574,42493.0,92548.0,50055.0
154,573,42493.0,92487.0,49994.0
155,575,42493.0,92487.0,49994.0
156,577,42493.0,92487.0,49994.0
157,583,42493.0,92487.0,49994.0
158,586,42493.0,92487.0,49994.0
159,585,42493.0,92487.0,49994.0
160,583,42493.0,92487.0,49994.0
161,579,42493.0,92487.0,49994.0
162,581,42493.0,92487.0,49994.0
163,580,42493.0,92487.0,49994.0
164,580,42493.0,92487.0,49994.0
165,581,42493.0,92487.0,49994.0
166,581,42493.0,92487.0,49994.0
167,583,42493.0,92487.0,49994.0
168,583,42493.0,92487.0,49994.0
169,578,42493.0,92487.0,49994.0
170,579,42493.0,92487.0,49994.0
171,578,40060.0,92487.0,52427.0
172,577,40060.0,92487.0,52427.0
173,575,40060.0,92487.0,52427.0
174,568,40060.0,92988.0,52928.0
175,569,40060.0,92988.0,52928.0
176,564,40060.0,92988.0,52928.0
177,568,40060.0,92988.0,52928.0
178,568,40060.0,92988.0,52928.0
179,575,40060.0,91134.0,51074.0
180,583,40060.0,91134.0,51074.0
181,584,40060.0,91134.0,51074.0
182,586,40060.0,91134.0,51074.0
183,591,40060.0,91134.0,51074.0
184,595,40060.0,91134.0,51074.0
185,597,40060.0,91134.0,51074.0
186,598,40060.0,91134.0,51074.0
187,596,40060.0,91134.0,51074.0
188,594,40060.0,91134.0,51074.0
189,596,40060.0,91134.0,51074.0
190,593,40060.0,92326.0,52266.0
191,594,40060.0,92326.0,52266.0
192,593,40060.0,92326.0,52266.0
193,593,40060.0,92326.0,52266.0
194,594,40060.0,92326.0,52266.0
195,604,42042.0,92326.0,50284.0
196,604,42042.0,92326.0,50284.0
197,604,42042.0,92326.0,50284.0
198,603,42042.0,92326.0,50284.0
199,603,42042.0,92326.0,50284.0
200,607,42042.0,92326.0,50284.0
201,606,42493.0,92326.0,49833.0
202,606,42493.0,92326.0,49833.0
203,604,42493.0,92326.0,49833.0
204,606,42493.0,92326.0,49833.0
205,598,42493.0,92091.0,49598.0
206,597,42493.0,92091.0,49598.0
207,607,42493.0,92091.0,49598.0
208,606,42493.0,92091.0,49598.0
209,607,42493.0,92091.0,49598.0
210,605,42493.0,92091.0,49598.0
211,605,42493.0,89079.0,46586.0
212,609,42493.0,89079.0,46586.0
213,605,42493.0,89079.0,46586.0
214,606,42493.0,89079.0,46586.0
215,602,42493.0,89079.0,46586.0
216,600,42493.0,89079.0,46586.0
217,604,42493.0,89998.0,47505.0
218,601,42493.0,92184.0,49691.0
219,601,42493.0,92184.0,49691.0
220,601,42493.0,92184.0,49691.0
221,611,42493.0,92184.0,49691.0
222,613,42493.0,92184.0,49691.0
223,608,42493.0,92184.0,49691.0
224,608,42493.0,92184.0,49691.0
225,611,42493.0,92184.0,49691.0
226,620,42493.0,92184.0,49691.0
227,617,42493.0,92184.0,49691.0
228,621,42493.0,92184.0,49691.0
229,621,42493.0,92184.0,49691.0
230,621,42493.0,92184.0,49691.0
231,617,41377.0,92184.0,50807.0
232,618,41377.0,92184.0,50807.0
233,619,41377.0,92184.0,50807.0
